case_number,source,prompt,evaluation_seed,coco_id
24256,coco-30k,Several toy animals and trees on fake grass.,8693,330022
24257,coco-30k,A zebra standing on the grass holding its head near the ground.,27941,213023
24258,coco-30k,A group of young men playing a game of frisbee.,94718,282847
24259,coco-30k,A person walking in a snowy landscape with ski poles,2654,254164
24260,coco-30k,A person on a snow board high in the air.,2946,152211
24261,coco-30k,A big shiny metal pan filled with some tasty looking food.,33890,501062
24262,coco-30k,A small boy holding a plate of tasty looking food.,94305,362368
24263,coco-30k,A close up view of some very tasty looking food items.,4555,270554
24264,coco-30k,"Several plates with pieces fo cake on each plate, and one piece of cake has a plastic fork stuck into it.",58071,278988
24265,coco-30k,Baseball player runs toward base while others stand around,30029,431545
24266,coco-30k,a grape fruit sliced in half on a plate ,26254,577868
24267,coco-30k,Some players in action on the baseball field.,15318,154071
24268,coco-30k,three zebras in a field near bushes ,57304,31269
24269,coco-30k,A banana tree in a forest of trees.,21597,64136
24270,coco-30k,a person jumping a skate board in the air ,36987,117028
24271,coco-30k,three people riding horses on a beach near a body of water ,80360,103571
24272,coco-30k,A white horse grazes in a field near a forest. ,43065,488454
24273,coco-30k,Two people standing next to and holding onto the frisbee golf goal in a park.,7095,543045
24274,coco-30k,A man that has a skateboard that is in the air.,98061,413349
24275,coco-30k,A variety of vegetables are spread over some kind of grill.,63117,471814
24276,coco-30k,A zebra walking along a dirt road over a dry grass field.,57914,528011
24277,coco-30k,The man is skiing down the hill with his goggles up.,13609,464144
24278,coco-30k,A couple of men riding on the back of a horse drawn carriage.,53326,39900
24279,coco-30k,The two zebras are standing together outside by the dirt road.,86325,372161
24280,coco-30k,a small mug of coffee and a pair of glasses,22015,423576
24281,coco-30k,a little girl is sitting outside in the snow,85107,538344
24282,coco-30k,A herd of zebra standing in front of a building.,75578,231140
24283,coco-30k,a group of zebras are all drinking from a river,48978,83658
24284,coco-30k,a table full of bananas being sold outside,18359,429281
24285,coco-30k,a group of people are with a horse in a stable,59554,481582
24286,coco-30k,View from out the seat of horse drawn carriage with man holding wine glass,87487,187722
24287,coco-30k,Fresh fruit cart containing oranges and pears on it,87639,498919
24288,coco-30k,a bowl full of mixed vegetables and pieces,97053,316514
24289,coco-30k,A zebra grazes in a very grassy area. ,70960,509402
24290,coco-30k,A group of people playing frisbee in the grass.,71927,19446
24291,coco-30k,A young man swinging a baseball bat on a field.,92740,183973
24292,coco-30k,A skier is turning a corner while going downhill.,77607,485710
24293,coco-30k,A person cleaning a dogs teeth next to a table.,18175,451123
24294,coco-30k,A man flying through the air holding a yellow frisbee.,53188,539555
24295,coco-30k,Many emergency vehicles are parked on a road. ,33221,519361
24296,coco-30k,A young boy riding a skateboard across a brick street.,23536,403087
24297,coco-30k,A flower hanging from the side of a banana plant.,74397,494800
24298,coco-30k,Potatoes sitting underneath a bunch of bananas. ,14406,370388
24299,coco-30k,A red apple with a clock inside of it.,19120,407825
24300,coco-30k,some guy that is skiing down a hill in some snow,90297,496409
24301,coco-30k,A baseball player standing next to a base.,81895,114481
24302,coco-30k,The sandwich is on the table by the glass of milk.,55899,359432
24303,coco-30k,A small wooden cutting board and knife with a cut apple.,92967,329014
24304,coco-30k,The bushels of bananas on display are purple.,81127,394801
24305,coco-30k,A zebra standing next to a  zebra laying on the ground.,59113,91921
24306,coco-30k,A bunch of apples and oranges in a closeup ,59343,548957
24307,coco-30k,A bunch of people in a big field filled with bananas.,88599,166586
24308,coco-30k,A young boy reaching up to grab a red apple.,64771,359833
24309,coco-30k,A man riding skis down a snow covered slope.,70356,168340
24310,coco-30k,A man flying though the air while riding a skateboard.,20775,367710
24311,coco-30k,a slice of bundt cake sits on a white plate,72934,131841
24312,coco-30k,A woman riding skis on top of snow covered ground.,84840,147140
24313,coco-30k,A carton of brown eggs sits amid fresh produce,13284,91766
24314,coco-30k,a baseball pitcher throwing a baseball from the pitchers area,28411,134926
24315,coco-30k,A man riding on the back of a brown horse through a river.,46301,391933
24316,coco-30k,A man crouched down with a camera next to a small white horse ,99948,193401
24317,coco-30k,"Cherry tomatoes, cheese, beans and broccoli on a table ",43168,97513
24318,coco-30k,A baseball player standing on a baseball field.,94793,213132
24319,coco-30k,A young boy tossing a ball into the air.,90336,524979
24320,coco-30k,Two personal pizzas on a table at a restaurant. ,42772,431398
24321,coco-30k,A large white bear walking on top of a log.,50092,43614
24322,coco-30k,A zebra in the sun on a dirt road ,83365,133100
24323,coco-30k,A person with ripped jeans on riding on a skateboard. ,60532,405062
24324,coco-30k,A couple of horses standing on top of a grass covered field.,95174,63516
24325,coco-30k,Guy jumps up to catch the frisbee in the gym,45317,273321
24326,coco-30k,A sunny day and new snow make perfect conditions for down hill skiers.,76580,575897
24327,coco-30k,"Plates of steak, vegetables, potatoes and bread are on a table.",84664,165686
24328,coco-30k,"a road filled with cars, horses, and people ",60939,71284
24329,coco-30k,some oxen and a zebra laying on the ground ,97951,83960
24330,coco-30k,The fresh vegetables are growing in the garden.,23820,50331
24331,coco-30k,a man on skies is coming down a snowy slope,84688,417374
24332,coco-30k,a couple of people are outside near some trees,6511,424642
24333,coco-30k,The people are walking in around in town,28394,49327
24334,coco-30k,a couple of men are standing on a snowy mountain,34195,82259
24335,coco-30k,a man is in the air on a skateboard,983,153249
24336,coco-30k,The two dogs are laying on the bed.,14900,66960
24337,coco-30k,"Youngster on a skateboard, trying simple tip up stunt.",1530,448365
24338,coco-30k,The man is holding up  fresh green bananas,3163,80337
24339,coco-30k,a man on skies is coming down a hill,76155,319530
24340,coco-30k,Pasta and vegetable salad served in bowl with meat and cheese.,17010,489605
24341,coco-30k,The baseball player is up to bat and ready to hit a homerun,84948,227879
24342,coco-30k,The food is prepared and ready to be eaten,37169,266370
24343,coco-30k,a man is riding a skateboard in the street,81015,285651
24344,coco-30k,"Vegetables like lettuce, turnips, carrots, etc. all on top of a kitchen island.",82105,273442
24345,coco-30k,Woman holding a banana pointed at the camera.,18396,169547
24346,coco-30k,The man is skiing alone on the snow,69097,103491
24347,coco-30k,a person and a dog are standing near some cliffs,89176,64710
24348,coco-30k,a couple of zebras are standing in a field,20463,82375
24349,coco-30k,some zebras standing around a tree in a cage ,76234,569070
24350,coco-30k,A lone horse walks through a desert plain.,59115,60856
24351,coco-30k,"Two zebra stand near an elephant, and a herd of water buffalo.",5877,31569
24352,coco-30k,Julienned raw vegetables in a glass dish on a kitchen counter,76427,528866
24353,coco-30k,A couple of clocks next to a wine glass,77643,146672
24354,coco-30k,a group of pictures with baseball players in it,16114,131280
24355,coco-30k,"A plate with a starch, vegetable and meat on it.",21728,395452
24356,coco-30k,There is two men riding on a skateboard on the street.,22120,160195
24357,coco-30k,A man tosses a red frisbee at an unknown object.,24053,94033
24358,coco-30k,A woman that is in the air with a frisbee.,85659,156192
24359,coco-30k,A woman sitting in a stream using a frisbee to sift sand,79179,85192
24360,coco-30k,a bunch of food is layed out next to an oven,54875,203095
24361,coco-30k,A young man wearing a baseball uniform on top of a field.,94140,501172
24362,coco-30k,A dog lying on a couch in a house.,52,309872
24363,coco-30k,A couple of men running across a lush green field.,79034,51223
24364,coco-30k,A woman that is standing on ski's in the snow.,1100,469961
24365,coco-30k,"Two horses grazing on grass in the sun
",48354,85823
24366,coco-30k,A couple of men riding skis across a snow covered ground.,39154,153205
24367,coco-30k,A man riding on the back of a brown horse.,18857,436252
24368,coco-30k,A jar filled with different types of fruit on a table.,62922,344222
24369,coco-30k,A group of zebras are standing in a field.,26634,23411
24370,coco-30k,a couple of dogs are standing with each other,89330,277622
24371,coco-30k,A group of horses are grazing in the field.,41889,369081
24372,coco-30k,a vase filled with yellow flowers on a table,59550,556641
24373,coco-30k,A set of blue bleachers sitting in the middle of a dirt field.,62234,560850
24374,coco-30k,A table topped with bunches of ripe bananas.,91284,512339
24375,coco-30k,Bananas are on sale for 47 cents per pound in the produce section.,15926,68380
24376,coco-30k,A man on a skateboard rides along an edge. ,32801,223300
24377,coco-30k,a zebra and some other animals on a trail,33477,512468
24378,coco-30k,A pile of containers filled with lots of apple juice.,37796,229132
24379,coco-30k,A person walking through the snow near a fence.,35521,16817
24380,coco-30k,Two yellow fruits hanging on branches full of leaves. ,35580,148707
24381,coco-30k,A man taking a picture of plates of food.,27800,350148
24382,coco-30k,A baseball player standing on top of a green field.,92860,463013
24383,coco-30k,A man riding a skateboard up a flight of steps.,49611,306437
24384,coco-30k,a pole is above a couple of skies,35846,368268
24385,coco-30k,An animal biting a yellow frisbee next to another man.,58083,288316
24386,coco-30k,a big white plate of some kind of food,75556,167205
24387,coco-30k,a guy that is stretching in some kind of park,34268,170127
24388,coco-30k,a bunch of people on a beach with a freez be,78100,190097
24389,coco-30k,A cup of coffee sitting next to a computer keyboard.,84555,439651
24390,coco-30k,a couple of zebras that are running through some grass,61417,464872
24391,coco-30k,a male skateboarder in a black shirt is doing a trick,2525,370935
24392,coco-30k,A man holding a very large knife standing in a foggy alley.,92286,538394
24393,coco-30k,A couple of zebra and a group of deer standing on top of a grass field.,89487,44524
24394,coco-30k,A vase with a painted of a man and a horse on the side of it.,3426,204670
24395,coco-30k,A blue plate with a green salad on top of it.,39326,248980
24396,coco-30k,There is a man throwing something at a target.,8443,97865
24397,coco-30k,A brown bear walking across a river near a river.,29736,483013
24398,coco-30k,A young person holding a frisbee while standing on a field.,5144,13867
24399,coco-30k,A couple of baseball players standing on top of a field.,12150,446920
24400,coco-30k,A man riding a skateboard down a street.,44309,17003
24401,coco-30k,A baby zebra nursing off the mother zebra.,2197,426075
