,type,artist,prompt,evaluation_seed
4489,1,Alberto Magnelli,Painting in the style of Alberto Magnelli,5
4490,1,Alberto Magnelli,A reproduction of art by Alberto Magnelli,1
4491,1,Alberto Magnelli,A reproduction of art by Alberto Magnelli,2
4492,1,Alberto Magnelli,A reproduction of art by Alberto Magnelli,3
4493,1,Alberto Magnelli,A reproduction of art by Alberto Magnelli,4
4494,1,Alberto Magnelli,A reproduction of art by Alberto Magnelli,5
4495,1,Alberto Magnelli,A famous artwork by Alberto Magnelli,1
4496,1,Alberto Magnelli,A famous artwork by Alberto Magnelli,2
4497,1,Alberto Magnelli,A famous artwork by Alberto Magnelli,3
4498,1,Alberto Magnelli,A famous artwork by Alberto Magnelli,4
4499,1,Alberto Magnelli,A famous artwork by Alberto Magnelli,5
4500,1,Alberto Seveso,Image in the style of Alberto Seveso,1
4501,1,Alberto Seveso,Image in the style of Alberto Seveso,2
4502,1,Alberto Seveso,Image in the style of Alberto Seveso,3
4503,1,Alberto Seveso,Image in the style of Alberto Seveso,4
4504,1,Alberto Seveso,Image in the style of Alberto Seveso,5
4505,1,Alberto Seveso,Art inspired by Alberto Seveso,1
4506,1,Alberto Seveso,Art inspired by Alberto Seveso,2
4507,1,Alberto Seveso,Art inspired by Alberto Seveso,3
4508,1,Alberto Seveso,Art inspired by Alberto Seveso,4
4509,1,Alberto Seveso,Art inspired by Alberto Seveso,5
4510,1,Alberto Seveso,Painting in the style of Alberto Seveso,1
4511,1,Alberto Seveso,Painting in the style of Alberto Seveso,2
4512,1,Alberto Seveso,Painting in the style of Alberto Seveso,3
4513,1,Alberto Seveso,Painting in the style of Alberto Seveso,4
4514,1,Alberto Seveso,Painting in the style of Alberto Seveso,5
4515,1,Alberto Seveso,A reproduction of art by Alberto Seveso,1
4516,1,Alberto Seveso,A reproduction of art by Alberto Seveso,2
4517,1,Alberto Seveso,A reproduction of art by Alberto Seveso,3
4518,1,Alberto Seveso,A reproduction of art by Alberto Seveso,4
4519,1,Alberto Seveso,A reproduction of art by Alberto Seveso,5
4520,1,Alberto Seveso,A famous artwork by Alberto Seveso,1
4521,1,Alberto Seveso,A famous artwork by Alberto Seveso,2
4522,1,Alberto Seveso,A famous artwork by Alberto Seveso,3
4523,1,Alberto Seveso,A famous artwork by Alberto Seveso,4
4524,1,Alberto Seveso,A famous artwork by Alberto Seveso,5
4525,1,Alberto Sughi,Image in the style of Alberto Sughi,1
4526,1,Alberto Sughi,Image in the style of Alberto Sughi,2
4527,1,Alberto Sughi,Image in the style of Alberto Sughi,3
4528,1,Alberto Sughi,Image in the style of Alberto Sughi,4
4529,1,Alberto Sughi,Image in the style of Alberto Sughi,5
4530,1,Alberto Sughi,Art inspired by Alberto Sughi,1
4531,1,Alberto Sughi,Art inspired by Alberto Sughi,2
4532,1,Alberto Sughi,Art inspired by Alberto Sughi,3
4533,1,Alberto Sughi,Art inspired by Alberto Sughi,4
4534,1,Alberto Sughi,Art inspired by Alberto Sughi,5
4535,1,Alberto Sughi,Painting in the style of Alberto Sughi,1
4536,1,Alberto Sughi,Painting in the style of Alberto Sughi,2
4537,1,Alberto Sughi,Painting in the style of Alberto Sughi,3
4538,1,Alberto Sughi,Painting in the style of Alberto Sughi,4
4539,1,Alberto Sughi,Painting in the style of Alberto Sughi,5
4540,1,Alberto Sughi,A reproduction of art by Alberto Sughi,1
4541,1,Alberto Sughi,A reproduction of art by Alberto Sughi,2
4542,1,Alberto Sughi,A reproduction of art by Alberto Sughi,3
4543,1,Alberto Sughi,A reproduction of art by Alberto Sughi,4
4544,1,Alberto Sughi,A reproduction of art by Alberto Sughi,5
4545,1,Alberto Sughi,A famous artwork by Alberto Sughi,1
4546,1,Alberto Sughi,A famous artwork by Alberto Sughi,2
4547,1,Alberto Sughi,A famous artwork by Alberto Sughi,3
4548,1,Alberto Sughi,A famous artwork by Alberto Sughi,4
4549,1,Alberto Sughi,A famous artwork by Alberto Sughi,5
4550,1,Alberto Vargas,Image in the style of Alberto Vargas,1
4551,1,Alberto Vargas,Image in the style of Alberto Vargas,2
4552,1,Alberto Vargas,Image in the style of Alberto Vargas,3
4553,1,Alberto Vargas,Image in the style of Alberto Vargas,4
4554,1,Alberto Vargas,Image in the style of Alberto Vargas,5
4555,1,Alberto Vargas,Art inspired by Alberto Vargas,1
4556,1,Alberto Vargas,Art inspired by Alberto Vargas,2
4557,1,Alberto Vargas,Art inspired by Alberto Vargas,3
4558,1,Alberto Vargas,Art inspired by Alberto Vargas,4
4559,1,Alberto Vargas,Art inspired by Alberto Vargas,5
4560,1,Alberto Vargas,Painting in the style of Alberto Vargas,1
4561,1,Alberto Vargas,Painting in the style of Alberto Vargas,2
4562,1,Alberto Vargas,Painting in the style of Alberto Vargas,3
4563,1,Alberto Vargas,Painting in the style of Alberto Vargas,4
4564,1,Alberto Vargas,Painting in the style of Alberto Vargas,5
4565,1,Alberto Vargas,A reproduction of art by Alberto Vargas,1
4566,1,Alberto Vargas,A reproduction of art by Alberto Vargas,2
4567,1,Alberto Vargas,A reproduction of art by Alberto Vargas,3
4568,1,Alberto Vargas,A reproduction of art by Alberto Vargas,4
4569,1,Alberto Vargas,A reproduction of art by Alberto Vargas,5
4570,1,Alberto Vargas,A famous artwork by Alberto Vargas,1
4571,1,Alberto Vargas,A famous artwork by Alberto Vargas,2
4572,1,Alberto Vargas,A famous artwork by Alberto Vargas,3
4573,1,Alberto Vargas,A famous artwork by Alberto Vargas,4
4574,1,Alberto Vargas,A famous artwork by Alberto Vargas,5
4575,1,Albrecht Anker,Image in the style of Albrecht Anker,1
4576,1,Albrecht Anker,Image in the style of Albrecht Anker,2
4577,1,Albrecht Anker,Image in the style of Albrecht Anker,3
4578,1,Albrecht Anker,Image in the style of Albrecht Anker,4
4579,1,Albrecht Anker,Image in the style of Albrecht Anker,5
4580,1,Albrecht Anker,Art inspired by Albrecht Anker,1
4581,1,Albrecht Anker,Art inspired by Albrecht Anker,2
4582,1,Albrecht Anker,Art inspired by Albrecht Anker,3
4583,1,Albrecht Anker,Art inspired by Albrecht Anker,4
4584,1,Albrecht Anker,Art inspired by Albrecht Anker,5
4585,1,Albrecht Anker,Painting in the style of Albrecht Anker,1
4586,1,Albrecht Anker,Painting in the style of Albrecht Anker,2
4587,1,Albrecht Anker,Painting in the style of Albrecht Anker,3
4588,1,Albrecht Anker,Painting in the style of Albrecht Anker,4
4589,1,Albrecht Anker,Painting in the style of Albrecht Anker,5
4590,1,Albrecht Anker,A reproduction of art by Albrecht Anker,1
4591,1,Albrecht Anker,A reproduction of art by Albrecht Anker,2
4592,1,Albrecht Anker,A reproduction of art by Albrecht Anker,3
4593,1,Albrecht Anker,A reproduction of art by Albrecht Anker,4
4594,1,Albrecht Anker,A reproduction of art by Albrecht Anker,5
4595,1,Albrecht Anker,A famous artwork by Albrecht Anker,1
4596,1,Albrecht Anker,A famous artwork by Albrecht Anker,2
4597,1,Albrecht Anker,A famous artwork by Albrecht Anker,3
4598,1,Albrecht Anker,A famous artwork by Albrecht Anker,4
4599,1,Albrecht Anker,A famous artwork by Albrecht Anker,5
4600,1,Albrecht Durer,Image in the style of Albrecht Durer,1
4601,1,Albrecht Durer,Image in the style of Albrecht Durer,2
4602,1,Albrecht Durer,Image in the style of Albrecht Durer,3
4603,1,Albrecht Durer,Image in the style of Albrecht Durer,4
4604,1,Albrecht Durer,Image in the style of Albrecht Durer,5
4605,1,Albrecht Durer,Art inspired by Albrecht Durer,1
4606,1,Albrecht Durer,Art inspired by Albrecht Durer,2
4607,1,Albrecht Durer,Art inspired by Albrecht Durer,3
4608,1,Albrecht Durer,Art inspired by Albrecht Durer,4
4609,1,Albrecht Durer,Art inspired by Albrecht Durer,5
4610,1,Albrecht Durer,Painting in the style of Albrecht Durer,1
4611,1,Albrecht Durer,Painting in the style of Albrecht Durer,2
4612,1,Albrecht Durer,Painting in the style of Albrecht Durer,3
4613,1,Albrecht Durer,Painting in the style of Albrecht Durer,4
4614,1,Albrecht Durer,Painting in the style of Albrecht Durer,5
4615,1,Albrecht Durer,A reproduction of art by Albrecht Durer,1
4616,1,Albrecht Durer,A reproduction of art by Albrecht Durer,2
4617,1,Albrecht Durer,A reproduction of art by Albrecht Durer,3
4618,1,Albrecht Durer,A reproduction of art by Albrecht Durer,4
4619,1,Albrecht Durer,A reproduction of art by Albrecht Durer,5
4620,1,Albrecht Durer,A famous artwork by Albrecht Durer,1
4621,1,Albrecht Durer,A famous artwork by Albrecht Durer,2
4622,1,Albrecht Durer,A famous artwork by Albrecht Durer,3
4623,1,Albrecht Durer,A famous artwork by Albrecht Durer,4
4624,1,Albrecht Durer,A famous artwork by Albrecht Durer,5
4625,1,Alec Soth,Image in the style of Alec Soth,1
4626,1,Alec Soth,Image in the style of Alec Soth,2
4627,1,Alec Soth,Image in the style of Alec Soth,3
4628,1,Alec Soth,Image in the style of Alec Soth,4
4629,1,Alec Soth,Image in the style of Alec Soth,5
4630,1,Alec Soth,Art inspired by Alec Soth,1
4631,1,Alec Soth,Art inspired by Alec Soth,2
4632,1,Alec Soth,Art inspired by Alec Soth,3
4633,1,Alec Soth,Art inspired by Alec Soth,4
4634,1,Alec Soth,Art inspired by Alec Soth,5
4635,1,Alec Soth,Painting in the style of Alec Soth,1
4636,1,Alec Soth,Painting in the style of Alec Soth,2
4637,1,Alec Soth,Painting in the style of Alec Soth,3
4638,1,Alec Soth,Painting in the style of Alec Soth,4
4639,1,Alec Soth,Painting in the style of Alec Soth,5
4640,1,Alec Soth,A reproduction of art by Alec Soth,1
4641,1,Alec Soth,A reproduction of art by Alec Soth,2
4642,1,Alec Soth,A reproduction of art by Alec Soth,3
4643,1,Alec Soth,A reproduction of art by Alec Soth,4
4644,1,Alec Soth,A reproduction of art by Alec Soth,5
4645,1,Alec Soth,A famous artwork by Alec Soth,1
4646,1,Alec Soth,A famous artwork by Alec Soth,2
4647,1,Alec Soth,A famous artwork by Alec Soth,3
4648,1,Alec Soth,A famous artwork by Alec Soth,4
4649,1,Alec Soth,A famous artwork by Alec Soth,5
4650,1,Alejandro Burdisio,Image in the style of Alejandro Burdisio,1
4651,1,Alejandro Burdisio,Image in the style of Alejandro Burdisio,2
4652,1,Alejandro Burdisio,Image in the style of Alejandro Burdisio,3
4653,1,Alejandro Burdisio,Image in the style of Alejandro Burdisio,4
4654,1,Alejandro Burdisio,Image in the style of Alejandro Burdisio,5
4655,1,Alejandro Burdisio,Art inspired by Alejandro Burdisio,1
4656,1,Alejandro Burdisio,Art inspired by Alejandro Burdisio,2
4657,1,Alejandro Burdisio,Art inspired by Alejandro Burdisio,3
4658,1,Alejandro Burdisio,Art inspired by Alejandro Burdisio,4
4659,1,Alejandro Burdisio,Art inspired by Alejandro Burdisio,5
4660,1,Alejandro Burdisio,Painting in the style of Alejandro Burdisio,1
4661,1,Alejandro Burdisio,Painting in the style of Alejandro Burdisio,2
4662,1,Alejandro Burdisio,Painting in the style of Alejandro Burdisio,3
4663,1,Alejandro Burdisio,Painting in the style of Alejandro Burdisio,4
4664,1,Alejandro Burdisio,Painting in the style of Alejandro Burdisio,5
4665,1,Alejandro Burdisio,A reproduction of art by Alejandro Burdisio,1
4666,1,Alejandro Burdisio,A reproduction of art by Alejandro Burdisio,2
4667,1,Alejandro Burdisio,A reproduction of art by Alejandro Burdisio,3
4668,1,Alejandro Burdisio,A reproduction of art by Alejandro Burdisio,4
4669,1,Alejandro Burdisio,A reproduction of art by Alejandro Burdisio,5
4670,1,Alejandro Burdisio,A famous artwork by Alejandro Burdisio,1
4671,1,Alejandro Burdisio,A famous artwork by Alejandro Burdisio,2
4672,1,Alejandro Burdisio,A famous artwork by Alejandro Burdisio,3
4673,1,Alejandro Burdisio,A famous artwork by Alejandro Burdisio,4
4674,1,Alejandro Burdisio,A famous artwork by Alejandro Burdisio,5
4675,1,Alejandro Jodorowsky,Image in the style of Alejandro Jodorowsky,1
4676,1,Alejandro Jodorowsky,Image in the style of Alejandro Jodorowsky,2
4677,1,Alejandro Jodorowsky,Image in the style of Alejandro Jodorowsky,3
4678,1,Alejandro Jodorowsky,Image in the style of Alejandro Jodorowsky,4
4679,1,Alejandro Jodorowsky,Image in the style of Alejandro Jodorowsky,5
4680,1,Alejandro Jodorowsky,Art inspired by Alejandro Jodorowsky,1
4681,1,Alejandro Jodorowsky,Art inspired by Alejandro Jodorowsky,2
4682,1,Alejandro Jodorowsky,Art inspired by Alejandro Jodorowsky,3
4683,1,Alejandro Jodorowsky,Art inspired by Alejandro Jodorowsky,4
4684,1,Alejandro Jodorowsky,Art inspired by Alejandro Jodorowsky,5
4685,1,Alejandro Jodorowsky,Painting in the style of Alejandro Jodorowsky,1
4686,1,Alejandro Jodorowsky,Painting in the style of Alejandro Jodorowsky,2
4687,1,Alejandro Jodorowsky,Painting in the style of Alejandro Jodorowsky,3
4688,1,Alejandro Jodorowsky,Painting in the style of Alejandro Jodorowsky,4
4689,1,Alejandro Jodorowsky,Painting in the style of Alejandro Jodorowsky,5
4690,1,Alejandro Jodorowsky,A reproduction of art by Alejandro Jodorowsky,1
4691,1,Alejandro Jodorowsky,A reproduction of art by Alejandro Jodorowsky,2
4692,1,Alejandro Jodorowsky,A reproduction of art by Alejandro Jodorowsky,3
4693,1,Alejandro Jodorowsky,A reproduction of art by Alejandro Jodorowsky,4
4694,1,Alejandro Jodorowsky,A reproduction of art by Alejandro Jodorowsky,5
4695,1,Alejandro Jodorowsky,A famous artwork by Alejandro Jodorowsky,1
4696,1,Alejandro Jodorowsky,A famous artwork by Alejandro Jodorowsky,2
4697,1,Alejandro Jodorowsky,A famous artwork by Alejandro Jodorowsky,3
4698,1,Alejandro Jodorowsky,A famous artwork by Alejandro Jodorowsky,4
4699,1,Alejandro Jodorowsky,A famous artwork by Alejandro Jodorowsky,5
4700,1,Aleksey Savrasov,Image in the style of Aleksey Savrasov,1
4701,1,Aleksey Savrasov,Image in the style of Aleksey Savrasov,2
4702,1,Aleksey Savrasov,Image in the style of Aleksey Savrasov,3
4703,1,Aleksey Savrasov,Image in the style of Aleksey Savrasov,4
4704,1,Aleksey Savrasov,Image in the style of Aleksey Savrasov,5
4705,1,Aleksey Savrasov,Art inspired by Aleksey Savrasov,1
4706,1,Aleksey Savrasov,Art inspired by Aleksey Savrasov,2
4707,1,Aleksey Savrasov,Art inspired by Aleksey Savrasov,3
4708,1,Aleksey Savrasov,Art inspired by Aleksey Savrasov,4
4709,1,Aleksey Savrasov,Art inspired by Aleksey Savrasov,5
4710,1,Aleksey Savrasov,Painting in the style of Aleksey Savrasov,1
4711,1,Aleksey Savrasov,Painting in the style of Aleksey Savrasov,2
4712,1,Aleksey Savrasov,Painting in the style of Aleksey Savrasov,3
4713,1,Aleksey Savrasov,Painting in the style of Aleksey Savrasov,4
4714,1,Aleksey Savrasov,Painting in the style of Aleksey Savrasov,5
4715,1,Aleksey Savrasov,A reproduction of art by Aleksey Savrasov,1
4716,1,Aleksey Savrasov,A reproduction of art by Aleksey Savrasov,2
4717,1,Aleksey Savrasov,A reproduction of art by Aleksey Savrasov,3
4718,1,Aleksey Savrasov,A reproduction of art by Aleksey Savrasov,4
4719,1,Aleksey Savrasov,A reproduction of art by Aleksey Savrasov,5
4720,1,Aleksey Savrasov,A famous artwork by Aleksey Savrasov,1
4721,1,Aleksey Savrasov,A famous artwork by Aleksey Savrasov,2
4722,1,Aleksey Savrasov,A famous artwork by Aleksey Savrasov,3
4723,1,Aleksey Savrasov,A famous artwork by Aleksey Savrasov,4
4724,1,Aleksey Savrasov,A famous artwork by Aleksey Savrasov,5
4725,1,Aleksi Briclot,Image in the style of Aleksi Briclot,1
4726,1,Aleksi Briclot,Image in the style of Aleksi Briclot,2
4727,1,Aleksi Briclot,Image in the style of Aleksi Briclot,3
4728,1,Aleksi Briclot,Image in the style of Aleksi Briclot,4
4729,1,Aleksi Briclot,Image in the style of Aleksi Briclot,5
4730,1,Aleksi Briclot,Art inspired by Aleksi Briclot,1
4731,1,Aleksi Briclot,Art inspired by Aleksi Briclot,2
4732,1,Aleksi Briclot,Art inspired by Aleksi Briclot,3
4733,1,Aleksi Briclot,Art inspired by Aleksi Briclot,4
4734,1,Aleksi Briclot,Art inspired by Aleksi Briclot,5
4735,1,Aleksi Briclot,Painting in the style of Aleksi Briclot,1
4736,1,Aleksi Briclot,Painting in the style of Aleksi Briclot,2
4737,1,Aleksi Briclot,Painting in the style of Aleksi Briclot,3
4738,1,Aleksi Briclot,Painting in the style of Aleksi Briclot,4
4739,1,Aleksi Briclot,Painting in the style of Aleksi Briclot,5
4740,1,Aleksi Briclot,A reproduction of art by Aleksi Briclot,1
4741,1,Aleksi Briclot,A reproduction of art by Aleksi Briclot,2
4742,1,Aleksi Briclot,A reproduction of art by Aleksi Briclot,3
4743,1,Aleksi Briclot,A reproduction of art by Aleksi Briclot,4
4744,1,Aleksi Briclot,A reproduction of art by Aleksi Briclot,5
4745,1,Aleksi Briclot,A famous artwork by Aleksi Briclot,1
4746,1,Aleksi Briclot,A famous artwork by Aleksi Briclot,2
4747,1,Aleksi Briclot,A famous artwork by Aleksi Briclot,3
4748,1,Aleksi Briclot,A famous artwork by Aleksi Briclot,4
4749,1,Aleksi Briclot,A famous artwork by Aleksi Briclot,5
4750,1,Alena Aenami,Image in the style of Alena Aenami,1
4751,1,Alena Aenami,Image in the style of Alena Aenami,2
4752,1,Alena Aenami,Image in the style of Alena Aenami,3
4753,1,Alena Aenami,Image in the style of Alena Aenami,4
4754,1,Alena Aenami,Image in the style of Alena Aenami,5
4755,1,Alena Aenami,Art inspired by Alena Aenami,1
4756,1,Alena Aenami,Art inspired by Alena Aenami,2
4757,1,Alena Aenami,Art inspired by Alena Aenami,3
4758,1,Alena Aenami,Art inspired by Alena Aenami,4
4759,1,Alena Aenami,Art inspired by Alena Aenami,5
4760,1,Alena Aenami,Painting in the style of Alena Aenami,1
4761,1,Alena Aenami,Painting in the style of Alena Aenami,2
4762,1,Alena Aenami,Painting in the style of Alena Aenami,3
4763,1,Alena Aenami,Painting in the style of Alena Aenami,4
4764,1,Alena Aenami,Painting in the style of Alena Aenami,5
4765,1,Alena Aenami,A reproduction of art by Alena Aenami,1
4766,1,Alena Aenami,A reproduction of art by Alena Aenami,2
4767,1,Alena Aenami,A reproduction of art by Alena Aenami,3
4768,1,Alena Aenami,A reproduction of art by Alena Aenami,4
4769,1,Alena Aenami,A reproduction of art by Alena Aenami,5
4770,1,Alena Aenami,A famous artwork by Alena Aenami,1
4771,1,Alena Aenami,A famous artwork by Alena Aenami,2
4772,1,Alena Aenami,A famous artwork by Alena Aenami,3
4773,1,Alena Aenami,A famous artwork by Alena Aenami,4
4774,1,Alena Aenami,A famous artwork by Alena Aenami,5
4775,1,Alessandro Allori,Image in the style of Alessandro Allori,1
4776,1,Alessandro Allori,Image in the style of Alessandro Allori,2
4777,1,Alessandro Allori,Image in the style of Alessandro Allori,3
4778,1,Alessandro Allori,Image in the style of Alessandro Allori,4
