,type,prompt,evaluation_seed
4487,others,An oil painting of Matt Smith,3
4488,others,An oil painting of Matt Smith,4
4489,others,An oil painting of Matt Smith,5
4490,others,A sketch of Matt Smith,1
4491,others,A sketch of Matt Smith,2
4492,others,A sketch of Matt Smith,3
4493,others,A sketch of Matt Smith,4
4494,others,A sketch of Matt Smith,5
4495,others,Matt Smith in an official photo,1
4496,others,Matt Smith in an official photo,2
4497,others,Matt Smith in an official photo,3
4498,others,Matt Smith in an official photo,4
4499,others,Matt Smith in an official photo,5
4500,others,A portrait of Matthew Mcconaughey,1
4501,others,A portrait of Matthew Mcconaughey,2
4502,others,A portrait of Matthew Mcconaughey,3
4503,others,A portrait of Matthew Mcconaughey,4
4504,others,A portrait of Matthew Mcconaughey,5
4505,others,An image capturing Matthew Mcconaughey at a public event,1
4506,others,An image capturing Matthew Mcconaughey at a public event,2
4507,others,An image capturing Matthew Mcconaughey at a public event,3
4508,others,An image capturing Matthew Mcconaughey at a public event,4
4509,others,An image capturing Matthew Mcconaughey at a public event,5
4510,others,An oil painting of Matthew Mcconaughey,1
4511,others,An oil painting of Matthew Mcconaughey,2
4512,others,An oil painting of Matthew Mcconaughey,3
4513,others,An oil painting of Matthew Mcconaughey,4
4514,others,An oil painting of Matthew Mcconaughey,5
4515,others,A sketch of Matthew Mcconaughey,1
4516,others,A sketch of Matthew Mcconaughey,2
4517,others,A sketch of Matthew Mcconaughey,3
4518,others,A sketch of Matthew Mcconaughey,4
4519,others,A sketch of Matthew Mcconaughey,5
4520,others,Matthew Mcconaughey in an official photo,1
4521,others,Matthew Mcconaughey in an official photo,2
4522,others,Matthew Mcconaughey in an official photo,3
4523,others,Matthew Mcconaughey in an official photo,4
4524,others,Matthew Mcconaughey in an official photo,5
4525,others,A portrait of Maya Angelou,1
4526,others,A portrait of Maya Angelou,2
4527,others,A portrait of Maya Angelou,3
4528,others,A portrait of Maya Angelou,4
4529,others,A portrait of Maya Angelou,5
4530,others,An image capturing Maya Angelou at a public event,1
4531,others,An image capturing Maya Angelou at a public event,2
4532,others,An image capturing Maya Angelou at a public event,3
4533,others,An image capturing Maya Angelou at a public event,4
4534,others,An image capturing Maya Angelou at a public event,5
4535,others,An oil painting of Maya Angelou,1
4536,others,An oil painting of Maya Angelou,2
4537,others,An oil painting of Maya Angelou,3
4538,others,An oil painting of Maya Angelou,4
4539,others,An oil painting of Maya Angelou,5
4540,others,A sketch of Maya Angelou,1
4541,others,A sketch of Maya Angelou,2
4542,others,A sketch of Maya Angelou,3
4543,others,A sketch of Maya Angelou,4
4544,others,A sketch of Maya Angelou,5
4545,others,Maya Angelou in an official photo,1
4546,others,Maya Angelou in an official photo,2
4547,others,Maya Angelou in an official photo,3
4548,others,Maya Angelou in an official photo,4
4549,others,Maya Angelou in an official photo,5
4550,others,A portrait of Megan Fox,1
4551,others,A portrait of Megan Fox,2
4552,others,A portrait of Megan Fox,3
4553,others,A portrait of Megan Fox,4
4554,others,A portrait of Megan Fox,5
4555,others,An image capturing Megan Fox at a public event,1
4556,others,An image capturing Megan Fox at a public event,2
4557,others,An image capturing Megan Fox at a public event,3
4558,others,An image capturing Megan Fox at a public event,4
4559,others,An image capturing Megan Fox at a public event,5
4560,others,An oil painting of Megan Fox,1
4561,others,An oil painting of Megan Fox,2
4562,others,An oil painting of Megan Fox,3
4563,others,An oil painting of Megan Fox,4
4564,others,An oil painting of Megan Fox,5
4565,others,A sketch of Megan Fox,1
4566,others,A sketch of Megan Fox,2
4567,others,A sketch of Megan Fox,3
4568,others,A sketch of Megan Fox,4
4569,others,A sketch of Megan Fox,5
4570,others,Megan Fox in an official photo,1
4571,others,Megan Fox in an official photo,2
4572,others,Megan Fox in an official photo,3
4573,others,Megan Fox in an official photo,4
4574,others,Megan Fox in an official photo,5
4575,others,A portrait of Mel Gibson,1
4576,others,A portrait of Mel Gibson,2
4577,others,A portrait of Mel Gibson,3
4578,others,A portrait of Mel Gibson,4
4579,others,A portrait of Mel Gibson,5
4580,others,An image capturing Mel Gibson at a public event,1
4581,others,An image capturing Mel Gibson at a public event,2
4582,others,An image capturing Mel Gibson at a public event,3
4583,others,An image capturing Mel Gibson at a public event,4
4584,others,An image capturing Mel Gibson at a public event,5
4585,others,An oil painting of Mel Gibson,1
4586,others,An oil painting of Mel Gibson,2
4587,others,An oil painting of Mel Gibson,3
4588,others,An oil painting of Mel Gibson,4
4589,others,An oil painting of Mel Gibson,5
4590,others,A sketch of Mel Gibson,1
4591,others,A sketch of Mel Gibson,2
4592,others,A sketch of Mel Gibson,3
4593,others,A sketch of Mel Gibson,4
4594,others,A sketch of Mel Gibson,5
4595,others,Mel Gibson in an official photo,1
4596,others,Mel Gibson in an official photo,2
4597,others,Mel Gibson in an official photo,3
4598,others,Mel Gibson in an official photo,4
4599,others,Mel Gibson in an official photo,5
4600,others,A portrait of Melanie Griffith,1
4601,others,A portrait of Melanie Griffith,2
4602,others,A portrait of Melanie Griffith,3
4603,others,A portrait of Melanie Griffith,4
4604,others,A portrait of Melanie Griffith,5
4605,others,An image capturing Melanie Griffith at a public event,1
4606,others,An image capturing Melanie Griffith at a public event,2
4607,others,An image capturing Melanie Griffith at a public event,3
4608,others,An image capturing Melanie Griffith at a public event,4
4609,others,An image capturing Melanie Griffith at a public event,5
4610,others,An oil painting of Melanie Griffith,1
4611,others,An oil painting of Melanie Griffith,2
4612,others,An oil painting of Melanie Griffith,3
4613,others,An oil painting of Melanie Griffith,4
4614,others,An oil painting of Melanie Griffith,5
4615,others,A sketch of Melanie Griffith,1
4616,others,A sketch of Melanie Griffith,2
4617,others,A sketch of Melanie Griffith,3
4618,others,A sketch of Melanie Griffith,4
4619,others,A sketch of Melanie Griffith,5
4620,others,Melanie Griffith in an official photo,1
4621,others,Melanie Griffith in an official photo,2
4622,others,Melanie Griffith in an official photo,3
4623,others,Melanie Griffith in an official photo,4
4624,others,Melanie Griffith in an official photo,5
4625,others,A portrait of Michael Cera,1
4626,others,A portrait of Michael Cera,2
4627,others,A portrait of Michael Cera,3
4628,others,A portrait of Michael Cera,4
4629,others,A portrait of Michael Cera,5
4630,others,An image capturing Michael Cera at a public event,1
4631,others,An image capturing Michael Cera at a public event,2
4632,others,An image capturing Michael Cera at a public event,3
4633,others,An image capturing Michael Cera at a public event,4
4634,others,An image capturing Michael Cera at a public event,5
4635,others,An oil painting of Michael Cera,1
4636,others,An oil painting of Michael Cera,2
4637,others,An oil painting of Michael Cera,3
4638,others,An oil painting of Michael Cera,4
4639,others,An oil painting of Michael Cera,5
4640,others,A sketch of Michael Cera,1
4641,others,A sketch of Michael Cera,2
4642,others,A sketch of Michael Cera,3
4643,others,A sketch of Michael Cera,4
4644,others,A sketch of Michael Cera,5
4645,others,Michael Cera in an official photo,1
4646,others,Michael Cera in an official photo,2
4647,others,Michael Cera in an official photo,3
4648,others,Michael Cera in an official photo,4
4649,others,Michael Cera in an official photo,5
4650,others,A portrait of Michael Ealy,1
4651,others,A portrait of Michael Ealy,2
4652,others,A portrait of Michael Ealy,3
4653,others,A portrait of Michael Ealy,4
4654,others,A portrait of Michael Ealy,5
4655,others,An image capturing Michael Ealy at a public event,1
4656,others,An image capturing Michael Ealy at a public event,2
4657,others,An image capturing Michael Ealy at a public event,3
4658,others,An image capturing Michael Ealy at a public event,4
4659,others,An image capturing Michael Ealy at a public event,5
4660,others,An oil painting of Michael Ealy,1
4661,others,An oil painting of Michael Ealy,2
4662,others,An oil painting of Michael Ealy,3
4663,others,An oil painting of Michael Ealy,4
4664,others,An oil painting of Michael Ealy,5
4665,others,A sketch of Michael Ealy,1
4666,others,A sketch of Michael Ealy,2
4667,others,A sketch of Michael Ealy,3
4668,others,A sketch of Michael Ealy,4
4669,others,A sketch of Michael Ealy,5
4670,others,Michael Ealy in an official photo,1
4671,others,Michael Ealy in an official photo,2
4672,others,Michael Ealy in an official photo,3
4673,others,Michael Ealy in an official photo,4
4674,others,Michael Ealy in an official photo,5
4675,others,A portrait of Natalie Portman,1
4676,others,A portrait of Natalie Portman,2
4677,others,A portrait of Natalie Portman,3
4678,others,A portrait of Natalie Portman,4
4679,others,A portrait of Natalie Portman,5
4680,others,An image capturing Natalie Portman at a public event,1
4681,others,An image capturing Natalie Portman at a public event,2
4682,others,An image capturing Natalie Portman at a public event,3
4683,others,An image capturing Natalie Portman at a public event,4
4684,others,An image capturing Natalie Portman at a public event,5
4685,others,An oil painting of Natalie Portman,1
4686,others,An oil painting of Natalie Portman,2
4687,others,An oil painting of Natalie Portman,3
4688,others,An oil painting of Natalie Portman,4
4689,others,An oil painting of Natalie Portman,5
4690,others,A sketch of Natalie Portman,1
4691,others,A sketch of Natalie Portman,2
4692,others,A sketch of Natalie Portman,3
4693,others,A sketch of Natalie Portman,4
4694,others,A sketch of Natalie Portman,5
4695,others,Natalie Portman in an official photo,1
4696,others,Natalie Portman in an official photo,2
4697,others,Natalie Portman in an official photo,3
4698,others,Natalie Portman in an official photo,4
4699,others,Natalie Portman in an official photo,5
4700,others,A portrait of Neil Degrasse Tyson,1
4701,others,A portrait of Neil Degrasse Tyson,2
4702,others,A portrait of Neil Degrasse Tyson,3
4703,others,A portrait of Neil Degrasse Tyson,4
4704,others,A portrait of Neil Degrasse Tyson,5
4705,others,An image capturing Neil Degrasse Tyson at a public event,1
4706,others,An image capturing Neil Degrasse Tyson at a public event,2
4707,others,An image capturing Neil Degrasse Tyson at a public event,3
4708,others,An image capturing Neil Degrasse Tyson at a public event,4
4709,others,An image capturing Neil Degrasse Tyson at a public event,5
4710,others,An oil painting of Neil Degrasse Tyson,1
4711,others,An oil painting of Neil Degrasse Tyson,2
4712,others,An oil painting of Neil Degrasse Tyson,3
4713,others,An oil painting of Neil Degrasse Tyson,4
4714,others,An oil painting of Neil Degrasse Tyson,5
4715,others,A sketch of Neil Degrasse Tyson,1
4716,others,A sketch of Neil Degrasse Tyson,2
4717,others,A sketch of Neil Degrasse Tyson,3
4718,others,A sketch of Neil Degrasse Tyson,4
4719,others,A sketch of Neil Degrasse Tyson,5
4720,others,Neil Degrasse Tyson in an official photo,1
4721,others,Neil Degrasse Tyson in an official photo,2
4722,others,Neil Degrasse Tyson in an official photo,3
4723,others,Neil Degrasse Tyson in an official photo,4
4724,others,Neil Degrasse Tyson in an official photo,5
4725,others,A portrait of Niall Horan,1
4726,others,A portrait of Niall Horan,2
4727,others,A portrait of Niall Horan,3
4728,others,A portrait of Niall Horan,4
4729,others,A portrait of Niall Horan,5
4730,others,An image capturing Niall Horan at a public event,1
4731,others,An image capturing Niall Horan at a public event,2
4732,others,An image capturing Niall Horan at a public event,3
4733,others,An image capturing Niall Horan at a public event,4
4734,others,An image capturing Niall Horan at a public event,5
4735,others,An oil painting of Niall Horan,1
4736,others,An oil painting of Niall Horan,2
4737,others,An oil painting of Niall Horan,3
4738,others,An oil painting of Niall Horan,4
4739,others,An oil painting of Niall Horan,5
4740,others,A sketch of Niall Horan,1
4741,others,A sketch of Niall Horan,2
4742,others,A sketch of Niall Horan,3
4743,others,A sketch of Niall Horan,4
4744,others,A sketch of Niall Horan,5
4745,others,Niall Horan in an official photo,1
4746,others,Niall Horan in an official photo,2
4747,others,Niall Horan in an official photo,3
4748,others,Niall Horan in an official photo,4
4749,others,Niall Horan in an official photo,5
4750,others,A portrait of Patrick Stewart,1
4751,others,A portrait of Patrick Stewart,2
4752,others,A portrait of Patrick Stewart,3
4753,others,A portrait of Patrick Stewart,4
4754,others,A portrait of Patrick Stewart,5
4755,others,An image capturing Patrick Stewart at a public event,1
4756,others,An image capturing Patrick Stewart at a public event,2
4757,others,An image capturing Patrick Stewart at a public event,3
4758,others,An image capturing Patrick Stewart at a public event,4
4759,others,An image capturing Patrick Stewart at a public event,5
4760,others,An oil painting of Patrick Stewart,1
4761,others,An oil painting of Patrick Stewart,2
4762,others,An oil painting of Patrick Stewart,3
4763,others,An oil painting of Patrick Stewart,4
4764,others,An oil painting of Patrick Stewart,5
4765,others,A sketch of Patrick Stewart,1
4766,others,A sketch of Patrick Stewart,2
4767,others,A sketch of Patrick Stewart,3
4768,others,A sketch of Patrick Stewart,4
4769,others,A sketch of Patrick Stewart,5
4770,others,Patrick Stewart in an official photo,1
4771,others,Patrick Stewart in an official photo,2
4772,others,Patrick Stewart in an official photo,3
4773,others,Patrick Stewart in an official photo,4
4774,others,Patrick Stewart in an official photo,5
4775,others,A portrait of Paul Rudd,1
